"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"IMF.RES:WEO(9.0.0)","CAN.GGXWDG_NGDP.A","OBS_VALUE","Canada","Gross debt, General government, Percent of GDP","Annual","Units","44.59","46.077","51.707","57.211","60.213","65.166","69.323","69.761","69.745","70.987","73.744","81.658","88.23","94.73","97.48","100.084","100.244","95.272","93.29","88.966","80.437","81.462","79.604","75.912","71.889","70.64","69.92","67.181","70.355","81.804","83.976","84.286","87.151","87.605","85.541","92.029","92.397","90.942","90.776","90.21","118.066","112.617","104.207","107.711","111.302","113.937","112.951","111.799","110.699","109.732","107.892"
